code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,fbref,understat,transfermarkt,dob,display_name
195064,Mace,Goodridge,Goodridge,,,,571,551,,,,,6abefdff,8194,382552,937180800000,Mace Goodridge
195384,Mikel,Merino,Merino,,495,322,,,,,,633,d080ed5e,5304,338424,835401600000,Mikel Merino
195471,Anthony,Driscoll-Glennon,Driscoll-Glennon,,,615,572,536,,,,,6a39bd42,7572,503683,943574400000,Anthony Glennon
195473,Rhian,Brewster,Brewster,666,,,464,262,,,477,,30e81a88,5569,406560,954547200000,Rhian Brewster
195480,Josh,Maja,Maja,613,,,,665,,,,,bc0bfc64,5587,453824,914716800000,Josh Maja
195546,Emiliano,Buendía Stati,Buendia,,,,283,,43,42,35,31,66b76d44,2203,321247,851472000000,Emiliano Buendía
195728,Alex,Kral,Kral,,,,,,589,,,,e717705a,8017,337333,895536000000,Alex Král
195735,Nicolas,Pépé,Pepe,,,,488,18,17,9,16,,57e3f0c7,5656,343052,801705600000,Nicolas Pépé
195774,Gedson,Carvalho Fernandes,Fernandes,,,,605,401,,,,,e2dde94c,8257,337800,915840000000,Gedson Fernandes
195851,Scott,McTominay,McTominay,667,283,303,248,309,285,338,392,381,d93c2511,5560,315969,850003200000,Scott McTominay
195855,Beni,Baningime,Baningime,,563,174,557,,,,,,ca9178af,6384,399369,905299200000,Beni Baningime
195859,Marcus,Browne,Browne,609,631,,,,,,,,7358a89a,1052,391470,882403200000,Marcus Browne
195860,Joe,Powell,Powell,,,547,,,,,,,a0961a90,7238,354134,909705600000,Joe Powell
195864,Sam,Field,Field,511,433,,,423,,,,,bd8a7d05,1013,387331,894585600000,Sam Field
195899,Gianluca,Scamacca,Scamacca,,,,,,,529,541,,8790f988,6253,315867,915148800000,Gianluca Scamacca
196100,Gustavo,Hamer,Hamer,,,,,,,,663,,eebacc07,11839,322985,867110400000,Gustavo Hamer
196118,Yoshinori,Muto,Muto,,,488,260,341,,,,,5343eb4e,47,230541,711158400000,Yoshinori Muto
196411,Conor,Chaplin,Chaplin,,,,,,,,,265,4ec55b87,12750,349503,856051200000,Conor Chaplin
197024,Guido,Rodríguez,G.Rodríguez,,,,,,,,,588,34e393f2,8267,342385,766108800000,Guido Rodríguez
197030,Aboubakar,Kamara,Kamara,,,189,,190,,,,,4047c976,4866,290951,794534400000,Aboubakar Kamara
197365,Eric,Bailly,Bailly,255,271,291,228,310,286,339,375,,a1232f4e,1739,286384,766108800000,Eric Bailly
197464,Nathaniel,Phillips,N.Phillips,,,,589,589,241,501,306,332,515ebe8d,8228,371814,858902400000,Nathaniel Phillips
197469,Hamza,Choudhury,Choudhury,,571,230,180,234,214,263,,287,7d2d3329,6418,341501,875664000000,Hamza Choudhury
197937,Oliver,Burke,Burke,,524,,,424,,,,,f631c17f,5256,341317,860371200000,Oliver Burke
198044,Harry,Lewis,Lewis,623,,,548,625,637,,,,c35e99d8,5592,341043,882576000000,Harry Lewis
198501,Sead,Haksabanovic,Haksabanovic,,526,,,,,,,,d2fd7c14,6393,349300,925776000000,Sead Haksabanovic
198504,Kazaiah,Sterling,Sterling,,643,578,,,,,,,230255f5,6684,357397,,
198826,Ben,Godfrey,Godfrey,,,,273,566,179,193,252,715,9f7c837d,7689,343475,884822400000,Ben Godfrey
198842,Connor,Ronan,Ronan,,,,,,,567,,,1b804500,10753,337787,889142400000,Connor Ronan
198847,Bright,Enobakhare,Enobakhare,,,436,,,,,,,dccefdd4,6858,345772,886896000000,Bright Enobakhare
198849,Lucas,Torreira di Pascua,Torreira,,,450,19,19,18,22,,,52611641,1227,318077,823996800000,Lucas Torreira
198869,Benjamin,White,White,,,559,,74,67,10,29,24,35e413f1,7298,335721,876268800000,Ben White
199056,Gabriel,Osho,Osho,,,,,,,,330,,cd889153,12151,364409,903052800000,Gabriel Osho
199170,Moussa,Niakhaté,Niakhaté,,,,,,,507,457,,00242715,5989,291200,826243200000,Moussa Niakhaté
199249,Sergio,Reguilón,Reguilón,,,,,542,370,438,508,496,3353737a,7187,282429,850694400000,Sergio Reguilón
199404,Tashan,Oakley-Boothe,Oakley-Boothe,,531,,,,,,,,d73892ac,6250,406637,950486400000,Tashan Oakley-Boothe
199583,Dujon,Sterling,Sterling,,600,,,,,,,,54dd7308,6491,346315,940723200000,Dujon Sterling
199584,Japhet,Tanganga,Tanganga,,,,583,402,371,439,518,,e9971f2d,8222,346478,922838400000,Japhet Tanganga
199598,Ethan,Ampadu,Ampadu,,558,130,121,509,139,151,185,,10b9fa99,6369,392771,968889600000,Ethan Ampadu
199670,Odsonne,Edouard,Edouard,,,,,,586,166,225,198,0562b7f1,3697,344152,884908800000,Odsonne Édouard
199796,Matty,Cash,Cash,,,,,496,44,43,36,32,2389cdc2,8864,425334,870912000000,Matty Cash
199798,Ezri,Konsa Ngoyo,Konsa,,,,452,46,45,44,48,44,0313a347,7726,413403,877564800000,Ezri Konsa
199806,Dion,Henry,Henry,,555,,,,,,,,156bb589,6358,345899,874022400000,Dion Henry
200088,Daniel,N'Lundulu,Nlundulu,,,,535,590,344,,,,30040f5d,7983,346482,918172800000,Dan Nlundulu
200089,Joe,Willock,Willock,,634,566,490,20,19,373,432,420,a3b03921,6630,340329,935107200000,Joe Willock
200370,Matt,Butcher,Butcher,,588,620,,,,,,,b170cfa2,1069,391132,863568000000,Matt Butcher
200402,Nélson,Cabral Semedo,N.Semedo,,,,,546,437,482,572,559,d04b94db,6163,231572,753408000000,Nélson Semedo
200428,Mateusz,Lis,Lis,,,,,,,421,,465,fd78b105,11103,345437,857001600000,Mateusz Lis
200439,Che,Adams,Adams,,,,437,377,345,411,,,f2bf1b0f,7700,346779,837216000000,Ché Adams
200455,Julien,Ngoy,Ngoy,544,562,,,,,,,,87449a74,1777,286005,878428800000,Julien Ngoy
200600,Daniel,Castelo Podence,Podence,,,,619,469,438,483,568,562,7fcc71d8,8291,256977,814233600000,Daniel Podence
200617,Daniel,James,James,598,,,243,311,287,231,,,c931d9f9,5595,319301,879120000000,Daniel James
200641,Reiss,Nelson,Nelson,,489,19,489,21,531,23,578,10,c5bdb6e3,6492,340325,944784000000,Reiss Nelson
200720,Caoimhin,Kelleher,Kelleher,,,,531,560,242,289,301,325,62d7ef38,7904,340918,911779200000,Caoimhín Kelleher
200785,Tyler,Adams,Adams,,,,,,,506,673,60,2b09d998,7352,332705,918950400000,Tyler Adams
200826,Giovani,Lo Celso,Lo Celso,,,,523,403,372,,503,493,d7553721,5681,348795,829008000000,Giovani Lo Celso
200878,Filip,Krovinovic,Krovinovic,,,,,555,,,,,c2dfedeb,8966,261988,809654400000,Filip Krovinovic
200884,Tyrese,Campbell,Campbell,,628,,,,,,,,38aefb74,6561,382554,,
201057,Thilo,Kehrer,Kehrer,,,,,,,588,537,,51dbeea9,2674,228948,843264000000,Thilo Kehrer
201084,Timothy,Fosu-Mensah,Fosu-Mensah,253,269,511,658,312,,,,,a9142dc3,549,315131,883699200000,Timothy Fosu-Mensah
201410,Auston,Trusty,Trusty,,,,,,,,27,,cddf767b,11732,389253,902880000000,Auston Trusty
201440,Hwang,Ui-jo,Ui-jo,,,,,,,,466,446,a2d873dd,7746,260166,714960000000,Hwang Ui-Jo
201595,Lucas,Perri,Perri,,,584,,,,,,,5dbd461a,12369,352041,881712000000,Lucas Perri
201658,Marcus,Tavernier,Tavernier,,,,,,,535,86,83,5c0da4a4,10741,399434,922060800000,Marcus Tavernier
201666,Harvey,Barnes,Barnes,,642,571,172,235,215,264,603,392,3ea50f67,6681,398065,881625600000,Harvey Barnes
201667,Josh,Knight,Knight,,,558,,,,,,,5c0c30cc,7294,425026,873590400000,Josh Knight
202174,Greg,Luer,Luer,518,,,,,,,,,82865517,1780,356195,786672000000,Greg Luer
202641,André,Onana,Onana,,,,,,,,597,383,e9c0c1b2,10913,234509,,
202993,Rodrigo,Bentancur,Bentancur,,,,,,702,440,492,480,3b8674e6,6108,354362,867196800000,Rodrigo Bentancur
203325,André-Frank,Zambo Anguissa,Anguissa,,,512,,191,,,,,6bb2c084,6434,354361,816480000000,Frank Anguissa
203341,Wilfred,Ndidi,Ndidi,628,206,227,176,236,216,265,,300,6b47c5db,5545,274839,850694400000,Wilfred Ndidi
203368,Frédéric,Guilbert,Guilbert,,,,458,47,46,56,,,5d8d7454,3253,354352,788227200000,Frédéric Guilbert
203389,Nathan,Tella,Tella,,,,633,524,346,412,,,f1e94cd6,8456,340322,931132800000,Nathan Tella
204043,Arthur Henrique,Ramos de Oliveira Melo,Arthur,,,,,,,620,,,48b3dd60,6942,362842,839808000000,Arthur
204214,Pervis,Estupiñán,Estupiñan,,,,,,,586,131,122,d38fdf53,5136,349599,885340800000,Pervis Estupiñán
204216,Keshi,Anderson,Anderson,509,528,,,,,,,,864a3eba,1779,353674,,
204380,Juninho,Bacuna,Bacuna,,,208,,,,,,,aaf1bf05,7219,348863,,
204454,Isaac,Mbenza,Mbenza,,,514,,,,,,,aa1a8c7e,5662,260806,826243200000,Isaac Mbenza
204480,Declan,Rice,Rice,618,510,406,395,448,421,467,540,16,1c7012b8,5553,357662,916272000000,Declan Rice
204481,Tyreke,Johnson,Johnson,,,562,326,,,,,,4701e130,7314,404586,,
204580,Vitaly,Janelt,Janelt,,,,,,84,86,105,94,8449d35e,9680,270171,894758400000,Vitaly Janelt
204642,Jay-Roy,Grot,Grot,,,,,207,,,,,9a8241af,,360517,889747200000,Jay-Roy Grot
204646,Donyell,Malen,Malen,,,,,,,,,725,116c35df,9749,326029,916704000000,Donyell Malen
204676,Andi,Zeqiri,Zeqiri,,,,,574,535,,155,,d01231f0,9099,345468,930009600000,Andi Zeqiri
204716,Ibrahima,Konaté,Konaté,,,,,,243,290,302,326,5ed9b537,6326,357119,927590400000,Ibrahima Konaté
204727,Malang,Sarr,M.Sarr,,,,,,501,143,214,176,4315f30d,5648,344596,917049600000,Malang Sarr
204760,Michael,Folivi,Folivi,620,581,,,,,,,,a7b41270,5586,479939,888364800000,Michael Folivi
204814,Ben,Brereton Díaz,Brereton Díaz,,,,,,,,775,584,57827369,11815,426192,924393600000,Ben Brereton
204819,Elliot,Embleton,Embleton,617,,,,,,,,,e8a427a3,5564,364828,923011200000,Elliot Embleton
204820,George,Marsh,Marsh,,,612,,,,,,,49deb548,7542,431424,910224000000,George Marsh
204822,Omar,Richards,O.Richards,,,,,,,511,461,438,f9b1b7bf,9675,424881,,
204863,Ryan,Manning,Manning,,,,,,,,,467,847b53eb,,262300,834710400000,Ryan Manning
204968,Ryan,Yates,Yates,,,,,,,387,470,449,c1fe2a48,11003,425902,880070400000,Ryan Yates
205102,Ramadan,Sobhi,Sobhi,486,345,207,,,,,,,98be0d02,1764,312017,853977600000,Ramadan Sobhi
205135,Samuel,Shashoua,Shashoua,672,,,,,,,,,df855e4b,5572,387313,926553600000,Samuel Shashoua
205533,Eddie,Nketiah,Nketiah,,560,552,13,22,20,11,13,11,a53649b7,6482,340324,928022400000,Eddie Nketiah
205651,Gabriel,Fernando de Jesus,G.Jesus,625,259,281,211,282,263,28,8,2,b66315ae,5543,363205,860025600000,Gabriel Jesus
205836,Saman,Ghoddos,Ghoddos,,,,,,85,87,701,,f7b1d4e0,7069,204294,747273600000,Saman Ghoddos
206325,Oleksandr,Zinchenko,Zinchenko,238,551,279,206,283,264,313,31,25,51cf8561,2958,203853,850608000000,Oleksandr Zinchenko
206882,Pontus,Dahlberg,Dahlberg,,,374,367,,,,,,2475b06e,,365544,916876800000,Pontus Dahlberg
206915,Curtis,Jones,Jones,,640,597,569,263,244,291,300,324,4fb9c88f,6665,433188,980812800000,Curtis Jones
207189,Sander,Berge,Berge,,,,621,360,,,475,622,d0b6129f,8285,333014,887414400000,Sander Berge
207270,Daniel,Iversen,Iversen,,,,,,,548,,294,10d221cd,10808,260841,869270400000,Daniel Iversen
207283,Mathias,Jensen,Jensen,,,,,,86,88,106,95,0f134faf,7166,319859,820454400000,Mathias Jensen
207300,Mihai-Alexandru,Dobre,Dobre,,,,574,,,,,,a1f3f5a0,8208,365770,904435200000,Mihai-Alexandru Dobre
207722,Jack,Walton,Walton,,,,,,,,338,,3df50652,,368629,893289600000,Jack Walton
207725,Daniel,Agyei,Agyei,651,,,,,,,,,5c374509,5563,367195,865123200000,Daniel Agyei
208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,,,,,,697,374,406,394,82518f62,8327,520624,879638400000,Bruno Guimarães
208904,Mads Juel,Andersen,Andersen,,,,,,,,315,,f098c03e,11715,407021,,
208912,Joe,Worrall,Worrall,,,,,,,388,469,448,a5212312,10756,415970,852854400000,Joe Worrall
208973,Francisco,Sierralta,Sierralta,,,,,,396,,,,0f933743,7081,371436,862876800000,Francisco Sierralta
208987,Jeff,Reine-Adelaide,Reine-Adelaide,588,,,,,,,,,d504b3e1,1056,326300,884995200000,Jeff Reine-Adélaïde
208998,Zeze Steven,Sessegnon,Sessegnon,,,541,,192,,,,,4e229bf9,7205,406558,958608000000,Steven Sessegnon
209035,Jonathan,Panzo,Panzo,,,,,,,389,460,441,c795c408,7247,392777,972432000000,Jonathan Panzo
209036,Marc,Guéhi,Guéhi,,,624,545,,477,167,228,200,d0706b27,7603,392757,963446400000,Marc Guéhi
209037,Zech,Medley,Medley,,,546,636,,,,,,692e9958,7231,392761,963100800000,Zech Medley
209040,Timothy,Eyoma,Eyoma,,,561,,,,,,,449949f4,7311,406559,949104000000,Timothy Eyoma
209041,Angel,Gomes,Gomes,680,,568,245,,,,,,645a3363,5598,392770,967680000000,Angel Gomes
209042,Oliver,Skipp,Skipp,,,540,352,404,373,441,515,501,6250083a,7198,406638,969062400000,Oliver Skipp
209043,Nya,Kirby,Kirby,,630,,588,,,,,,96b99d13,6563,406633,949276800000,Nya Kirby
209045,Taylor,Richards,Richards,,,,,,537,121,,,e0243d23,9735,484551,975888000000,Taylor Richards
209046,Callum,Hudson-Odoi,Hudson-Odoi,,583,131,116,122,140,144,205,434,15f3ec41,6456,392768,973555200000,Callum Hudson-Odoi
209212,Thomas,Edwards,Edwards,648,556,,,,,,,,1b780599,5593,430788,916963200000,Tom Edwards
209243,Jadon,Sancho,Sancho,,,,,,485,340,397,386,dbf053da,6345,401173,953942400000,Jadon Sancho
209244,Phil,Foden,Foden,,492,277,220,284,265,314,353,348,ed1e53f3,6055,406635,959472000000,Phil Foden
209288,Tom,McGill,McGill,,,,,662,688,756,141,,4eb2d015,9319,406556,953942400000,Tom McGill
209289,Emile,Smith Rowe,Smith Rowe,,,545,576,23,21,12,22,19,17695062,7230,392765,964742400000,Emile Smith Rowe
209293,Daiki,Hashioka,Hashioka,,,,,,,,798,,10cb48b7,12509,387191,926899200000,Daiki Hashioka
209353,Patrick,Cutrone,Cutrone,,,,487,626,523,,,,a4fe8cda,4918,265078,883785600000,Patrick Cutrone
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,,,440,39,75,68,,,,17370b95,5245,364258,800409600000,Bernardo
209365,Matthijs,de Ligt,De Ligt,,,,,,,,,593,d6e53a3a,7902,326031,934416000000,Matthijs de Ligt
209400,Daichi,Kamada,Kamada,,,,,,,,,205,15b287da,6145,356141,839203200000,Daichi Kamada
209411,Joe,Tupper,Tupper,,,576,,,,,,,7d675f6f,7348,424901,879552000000,Joe Tupper
209413,Jordi,Osei-Tutu,Osei-Tutu,,644,,,,,,,,0a16eb36,6723,397099,907286400000,Jordi Osei-Tutu
209418,Tobi,Omole,Omole,,,,,,598,,,,296904e8,9950,503687,945388800000,Tobi Omole
209419,Max,Melbourne,Melbourne,,572,,,,,,,,7ad65188,6423,460255,909187200000,Max Melbourne
209420,Joy,Mukena,Mukena,,625,,,,,,,,8bfcc23b,6539,506213,930960000000,Joy Mukena
209925,Xande,Nascimento da Costa Silva,Xande Silva,,,560,387,,,390,,,15d561fa,7312,258011,858470400000,Xande Silva
210156,Taiwo,Awoniyi,Awoniyi,,,,,,,397,437,424,e5478b87,7814,295313,871344000000,Taiwo Awoniyi
210207,Fousseni,Diabaté,Diabaté,,601,232,,,,,,,d07e3b41,5767,364861,813974400000,Fousseni Diabaté
210237,Marko,Grujic,Grujic,475,231,,,,,,,,8b8e759d,1669,222813,829353600000,Marko Grujic
210407,Matheus,Pereira,Pereira,,,,,481,,,,,b04ee927,7153,225984,831254400000,Matheus Pereira
210462,Ibrahim,Sangaré,Sangaré,,,,,,,,713,442,bced0375,5722,375885,881020800000,Ibrahim Sangaré
210494,Nayef,Aguerd,N.Aguerd,,,,,,,472,522,529,288e1e13,6935,361914,828144000000,Nayef Aguerd
211975,Manuel,Akanji,Akanji,,,,,,,610,341,340,89ac64a6,6490,284730,806112000000,Manuel Akanji
212314,Saša,Lukić,Lukić,,,,,,,726,276,249,c6e8cf1f,1537,245056,839894400000,Sasa Lukic
212319,Richarlison,de Andrade,Richarlison,,501,393,150,166,180,454,509,497,fa031b34,6026,378710,863222400000,Richarlison
212325,Pierre,Lees-Melou,Lees-Melou,,,,,,471,,,,f5044e54,5619,377393,738288000000,Pierre Lees-Melou
212701,Denis,Zakaria,Zakaria,,,,,,,616,,,384d58d9,6147,334526,848448000000,Denis Zakaria
212721,Lyanco,Silveira Neves Vojnovic,Lyanco,,,,,,567,413,,,b5bf1770,6252,379807,854755200000,Lyanco
212723,Milot,Rashica,Rashica,,,,,,449,,,,6c6a3300,6523,291739,835920000000,Milot Rashica
213056,Tudor,Baluta,Baluta,,,,536,,,,,,ed33f42d,8019,433976,922492800000,Tudor Baluta
213198,Christopher,Nkunku,Nkunku,,,,,,,,212,181,7c56da38,3300,344381,879465600000,Christopher Nkunku
213280,Jake,Eastwood,Eastwood,,,,299,,,,,,54d9b72d,8233,526873,844300800000,Jake Eastwood
213345,Wesley,Moraes Ferreira da Silva,Wesley,,,,428,48,47,,61,,bfae110f,7724,381362,848793600000,Wesley
213384,Josh,Clackstone,Clackstone,515,,,,,,,,,25dfa9be,1774,453306,843004800000,Josh Clackstone
213405,Filip,Benkovic,Benkovic,,,501,597,237,,,,,305a3820,8238,293168,868752000000,Filip Benkovic
213482,Yan,Valery,Valery,,,556,306,378,546,414,,,531a4aa8,7280,406008,919641600000,Yan Valery
213687,Charlie,Goode,Goode,,,,,,87,96,102,,7aee4dd3,9687,376856,807408000000,Charlie Goode
213999,Edson,Álvarez Velázquez,Álvarez,,,,,,,,642,511,8b3ab7ad,11926,401356,877651200000,Edson Álvarez
214048,Max,Kilman,Kilman,,,567,408,470,439,484,563,524,d0f72bf1,7332,525247,864345600000,Maximilian Kilman
214225,Joe,Rodon,Rodon,,561,,,584,374,442,510,,8d62d31a,6377,297212,877478400000,Joe Rodon
214285,Konstantinos,Tsimikas,Tsimikas,,,,,242,245,292,311,337,f315ca93,8852,338070,831859200000,Kostas Tsimikas
214466,Will,Smallbone,Smallbone,,,,584,379,347,415,,471,5e105217,8224,444211,951091200000,Will Smallbone
214470,Jake,Vokins,Vokins,,,,645,380,,,,,d484c261,8493,421424,953251200000,Jake Vokins
214572,Brandon,Austin,Austin,,,,558,,659,451,491,479,5e253986,8093,428016,915753600000,Brandon Austin
214590,Aaron,Wan-Bissaka,Wan-Bissaka,612,579,145,122,313,288,341,401,388,9e525177,5584,477758,880502400000,Aaron Wan-Bissaka
214964,George,Edmundson,Edmundson,,,,,,,,,269,46ff3923,12947,385848,871603200000,George Edmundson
214987,Kamil,Miazek,Miazek,,,,,208,,,,,ab20668a,,237632,840067200000,Kamil Miazek
215059,Robert,Sánchez,Sánchez,,,,,597,69,113,145,185,6a713852,9098,403151,879811200000,Robert Sánchez
215062,Max,Sanders,Sanders,,,572,,632,,,,,4871d0e8,7341,411495,915408000000,Max Sanders
215066,Alex,Cochrane,Cochrane,,,,666,,,,,,8a08585e,8581,392773,956275200000,Alex Cochrane
215136,Neco,Williams,N.Williams,,,,575,264,246,295,467,437,dd323728,8204,503680,987120000000,Neco Williams
215379,Elliot,Anderson,Anderson,,,,,602,609,552,403,423,de31038e,9154,567576,1036540800000,Elliot Anderson
215407,Alfie,Lewis,Lewis,,,,651,,,,,,548e5d9f,8521,423571,,
215409,Cameron,John,John,,,596,,,,,,,6c753e99,7389,425894,,
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,,,,,,505,266,,166,5c74c0f5,9739,475188,905040000000,Kiernan Dewsbury-Hall
215439,Tomáš,Souček,Souček,,,,616,449,422,468,542,530,6613c819,8288,283628,793843200000,Tomás Soucek
215457,Kane,Wilson,Wilson,510,508,,,,,,,,a3f1897f,1766,392774,,
215460,Ian Carlo,Poveda-Ocampo,Poveda,,,,,209,195,,,,55b4f1d6,8723,392763,950054400000,Ian Poveda
215476,Joshua,Sargent,Sargent,,,,,,516,,,,a8d4428b,7295,393325,951004800000,Josh Sargent
215531,Ionuț,Radu,Radu,,,,,,,,607,,67f649be,1830,303657,864777600000,Ionut Radu
215610,Marcel,Lavinier,Lavinier,,,,,,724,,,,6b3e4b53,10549,392772,976924800000,Marcel Lavinier
215711,Leon,Bailey,Bailey,,,,,,492,45,34,28,3a233281,5221,387626,871084800000,Leon Bailey
215885,Michael,Phillips,Phillips,606,,,,,,,,,2a1c8e89,5583,378629,874886400000,Michael Phillips
216051,Diogo,Dalot Teixeira,Dalot,,,294,229,314,510,342,377,369,d9565625,7281,357147,921715200000,Diogo Dalot
216054,Rúben,Nascimento Vinagre,Vinagre,,,431,406,471,,531,,,b937e490,6856,357158,923616000000,Rúben Vinagre
216058,Domingos,Quina,Quina,610,568,517,375,,397,,,,41fb0f4e,5573,391719,942883200000,Domingos Quina
216183,Brahim,Diaz,Diaz,,493,278,,,,,,,407feb71,6421,314678,933638400000,Brahim Díaz
216208,Matija,Šarkić,Šarkić,,,,,472,,492,571,,a89e7b29,10754,293257,869616000000,Matija Sarkic
216554,Sam,Hughes,Hughes,,645,,,,,,,,286f5a8e,6729,395797,861062400000,Sam Hughes
216616,Dara,O'Shea,O'Shea,,,,,425,,,173,630,1d042188,8756,401320,920505600000,Dara O'Shea
216620,Marcus,Forss,Forss,,,,,,88,97,,,82c215a0,9684,404584,929664000000,Marcus Forss
216646,Yoane,Wissa,Wissa,,,,,,524,89,119,110,2500cef9,5786,388165,841708800000,Yoane Wissa
217331,Sam,Surridge,Surridge,679,,599,71,,,391,464,,b017b770,5602,398402,901584000000,Sam Surridge
217401,Josh,Benson,Benson,,,583,653,535,116,,,,bf3aeb61,7383,397102,944352000000,Josh Benson
217487,Mbwana Ally,Samatta,Samatta,,,,613,49,48,,,,dae8623e,8287,182201,725068800000,Mbwana Samatta
217593,Pablo,Fornals Malla,P.Fornals,,,,399,450,423,469,534,,82927de4,2335,357885,824947200000,Pablo Fornals
217989,Rafael,Camacho,Camacho,,641,557,201,,,,,,91b43c98,6666,400831,958953600000,Rafael Camacho
218023,Jimmy,Dunne,Dunne,,,,638,519,,,,,1fdfd6da,8481,396174,877219200000,Jimmy Dunne
218031,Çaglar,Söyüncü,Söyüncü,,,515,164,238,217,267,,,21166ff4,5264,320141,832809600000,Çaglar Söyüncü
218112,Jason,Lokilo,Lokilo,,491,,,,,,,,fad4d5e8,6028,325200,905990400000,Jason Lokilo
218218,Wout,Faes,Faes,,,,,,,612,,291,9c221d14,8646,292808,891561600000,Wout Faes
218430,Gonzalo,Montiel,G.Montiel,,,,,,,,679,,374d5158,9897,402733,852076800000,Gonzalo Montiel
218997,Ellis,Simms,Simms,,,,667,596,602,686,264,,26d3b5be,8582,511550,978652800000,Ellis Simms
219002,Dodi,Lukebakio,Lukebakio,,615,,,,,,,,0c61c77c,5706,303259,875059200000,Dodi Lukébakio
219168,Alexander,Isak,Isak,,,,,,,594,415,401,8e92be30,5232,349066,937872000000,Alexander Isak
219249,Matt,O'Riley,O'Riley,,,,,,,,,629,fb495bb8,,406634,974764800000,Matt O'Riley
219265,Felix,Nmecha,Nmecha,,,,,609,,,,,091c86e2,9202,406640,971136000000,Felix Nmecha
219279,Sugawara,Yukinari,Sugawara,,,,,,,,,474,580bcd18,12761,405385,962150400000,Yukinari Sugawara
219291,Claudio,Gomes,Gomes,,,,,659,,599,,,22f6ed2c,9314,395239,964310400000,Claudio Gomes
219352,Ademola,Lookman,Lookman,627,157,170,155,557,587,,,,7c104bb7,5556,406040,877305600000,Ademola Lookman
219727,Joel,Asoro,Asoro,521,,,,,,,,,13e827f8,1754,375391,925171200000,Joel Asoro
219847,Kai,Havertz,Havertz,,,,,500,141,145,6,4,fed7cb61,5220,309400,929059200000,Kai Havertz
219924,Issa,Diop,Diop,,,409,381,451,424,470,271,245,a712ca2b,3203,272622,852768000000,Issa Diop
219929,Rafa,Mir,Mir,,,449,,,,,,,bbf5c11b,2589,361254,866592000000,Rafa Mir
219937,Rhys,Williams,R.Williams,,,,,594,247,498,,334,012c975a,9086,503679,981158400000,Rhys Williams
219961,Raphael,Dias Belloli,Raphinha,,,,,570,196,232,,,3423f250,8026,411295,850521600000,Raphinha
220037,Bailey,Peacock-Farrell,Peacock-Farrell,,,,495,99,117,,175,,4879f8cb,8482,410436,846547200000,Bailey Peacock-Farrell
220087,Maximilian,Wöber,Wöber,,,,,,,691,,,4b803b3c,7366,263361,886550400000,Max Wöber
220166,Marc,Navarro,Navarro,,,385,360,,398,,,,c2846353,5085,335245,804643200000,Marc Navarro
220237,Sven,Botman,Botman,,,,,,,377,405,393,ccce7025,8635,361093,947635200000,Sven Botman
220307,Arnaut,Danjuma Groeneveld,Danjuma,,,,492,,,713,601,,f08490a6,8066,355861,854668800000,Arnaut Danjuma
220362,Axel,Disasi,Disasi,,,,,,,,611,167,ad82197c,6885,386047,889574400000,Axel Disasi
220394,Tommy,Doyle,Doyle,,,,644,285,566,,351,544,5526deb1,8496,433183,1003276800000,Tommy Doyle
220566,Rodrigo 'Rodri',Hernandez,Rodrigo,,,,443,286,266,315,365,360,6434f10d,2496,357565,835401600000,Rodri
220583,Luke,Woolfenden,Woolfenden,,,,,,,,,284,e28e9bec,12746,527425,908928000000,Luke Woolfenden
220585,Flynn,Downes,Downes,,,,,,,509,531,518,69fdb896,10845,506189,916790400000,Flynn Downes
220598,Michael,Obafemi,Obafemi,,603,550,314,381,348,,174,,caa1a7f0,6504,444208,962841600000,Michael Obafemi
220627,James,Justin,Justin,,,,433,239,218,268,,295,fb614c44,7753,413220,888192000000,James Justin
220650,Thibaud,Verlinden,Verlinden,599,,,,,,,,,e5c026d6,5594,338673,931478400000,Thibaud Verlinden
220682,Arthur,Okonkwo,Okonkwo,,,,,,572,,,,75834acc,9909,503769,999993600000,Arthur Okonkwo
220684,Ajibola,Alese,Alese,,,,,,644,,,,182a8b9d,10165,502065,979689600000,Aji Alese
220686,Bali,Mumba,Mumba,,,,,,515,,,,2d760d7b,9747,433186,1002499200000,Bali Mumba
220688,Mason,Greenwood,Greenwood,,,608,234,315,289,,,,58eee997,7490,532826,1001894400000,Mason Greenwood
220693,Rayhaan,Tulloch,Tulloch,,577,,,,,,,,bddd8ba3,6432,433184,979948800000,Rayhaan Tulloch
220695,Paris,Maghoma,Maghoma,,,,,,614,,,674,8a3ddcd2,10053,470596,989280000000,Paris Maghoma
220738,Jayson,Molumby,Molumby,,553,617,,550,,,,,c908a1bc,6350,357656,933897600000,Jayson Molumby
221239,Keinan,Davis,Davis,,,,34,50,49,52,39,,9deaf2c8,1053,412660,887328000000,Keinan Davis
221245,Levi,Lumeka,Lumeka,,544,,,,,,,,199ff86e,6283,537182,904953600000,Levi Lumeka
221267,Josh,Tymon,Tymon,519,336,,,,,,,,efe6f6ac,1745,419929,927331200000,Josh Tymon
221268,Ben,Hinchcliffe,Hinchcliffe,545,,,,,,,,,6261bd48,1775,49597,875145600000,Ben Hinchcliffe
221271,Ben,Wynter,Wynter,585,,,,,,,,,86334f1a,1756,464738,881798400000,Ben Wynter
